Hello, collisional simulations!
Event: 309 8116 0.21614661628132084
Event: 1617 5771 0.21614661628132084
Event: 7519 7879 0.21614661628132084
Event: 5060 6404 0.21614661628132084
Event: 1631 8786 0.21614661628132084
Event: 1582 8260 0.21614661628132084
Event: 1637 9814 0.21614661628132084
Event: 4027 9542 0.21614661628132084
Event: 5565 5588 0.21614661628132084
Event: 4945 8109 0.21614661628132084
Event: 3882 5424 0.21614661628132084
Event: 4620 6384 0.21614661628132084
Event: 2406 6826 0.21614661628132084
Event: 3965 5907 0.21614661628132084
Event: 7169 7980 0.21614661628132084
Event: 1534 8238 0.21614661628132084
Event: 1448 3404 0.21614661628132084
Event: 746 1938 0.21614661628132084
Event: 3814 8606 0.21614661628132084
Event: 1387 6539 0.21614661628132084
Event: 7131 9359 0.21614661628132084
Event: 1219 9320 0.21614661628132084
Event: 1488 2716 0.21614661628132084
Event: 92 5440 0.21614661628132084
Event: 3455 5196 0.21614661628132084
Event: 1514 3286 0.21614661628132084
Event: 545 5089 0.21614661628132084
Event: 6025 7352 0.21614661628132084
Event: 594 7846 0.21614661628132084
Event: 1418 8740 0.21614661628132084
Event: 589 1982 0.21614661628132084
Event: 6189 8838 0.21614661628132084
Event: 3172 4263 0.21614661628132084
Event: 6739 7956 0.21614661628132084
Event: 2689 6627 0.21614661628132084
Event: 3141 9476 0.21614661628132084
Event: 5685 9219 0.21614661628132084
Event: 2485 3913 0.21614661628132084
Event: 7820 7859 0.21614661628132084
Event: 2981 6450 0.21614661628132084
Event: 3068 9851 0.21614661628132084
Event: 5184 8637 0.21614661628132084
Event: 2557 5439 0.21614661628132084
Event: 2028 6072 0.21614661628132084
Event: 9107 9285 0.21614661628132084
Event: 1191 4150 0.21614661628132084
Event: 487 3031 0.21614661628132084
Event: 7785 7996 0.21614661628132084
Event: 944 9016 0.21614661628132084
Event: 1191 5518 0.21614661628132084
Event: 2366 5464 0.21614661628132084
Event: 8018 9659 0.21614661628132084
Event: 914 3833 0.21614661628132084
Event: 3811 9766 0.21614874819082483
Event: 276 7840 0.21615794974799937
Event: 2534 6789 0.2161588772390053
Event: 3950 6283 0.21616635309283855
Event: 7427 9391 0.2162071036353004
Event: 1498 5003 0.2162283340866585
Event: 860 9810 0.21624904242056184
Event: 4908 7510 0.216350250431757
Event: 671 3026 0.21635773252088158
Event: 3559 3835 0.21636688300307175
Event: 2709 5786 0.21637597797587393
Event: 3282 9389 0.21637624038477954
Event: 1315 8255 0.21639213023364773
Event: 6875 8755 0.21639366268914462
Event: 2058 6414 0.21640054049164548
Event: 3871 4362 0.21640126907544383
Event: 4152 8183 0.21640609048467657
Event: 2912 3268 0.21642071508001334
Event: 807 3543 0.2164429712058437
Event: 338 5141 0.21650156120291797
Event: 3132 5885 0.2165216565925563
Event: 3484 6340 0.21654525115319773
Event: 2497 6075 0.21656078718977423
Event: 1772 4156 0.2166378489178821
Event: 166 6073 0.21664016956758977
Event: 5145 8257 0.21665008939330804
Event: 369 4258 0.21667572451316125
Event: 3589 8215 0.21672007315851857
Event: 7786 8735 0.21673106327818786
Event: 4927 7890 0.21673850081713084
Event: 914 3833 0.21677619524062458
Event: 4945 8109 0.21677619524062458
Event: 1728 5832 0.21677619524062458
Event: 7519 7879 0.21677619524062458
Event: 4144 8878 0.21677619524062458
Event: 10 820 0.21677619524062458
Event: 1617 5771 0.21677619524062458
Event: 4044 9288 0.21677619524062458
Event: 309 8116 0.21677619524062458
Event: 4027 9542 0.21677619524062458
Event: 5060 6404 0.21677619524062458
Event: 1631 8786 0.21677619524062458
Event: 1582 8260 0.21677619524062458
Event: 1637 9814 0.21677619524062458
Event: 5565 5588 0.21677619524062458
Event: 1534 8238 0.21677619524062458
Event: 2366 5464 0.21677619524062458
Event: 3882 5424 0.21677619524062458
Event: 4620 6384 0.21677619524062458
Event: 7169 7980 0.21677619524062458
Event: 2406 6826 0.21677619524062458
Event: 3965 5907 0.21677619524062458
Event: 1448 3404 0.21677619524062458
Event: 746 1938 0.21677619524062458
Event: 1488 2716 0.21677619524062458
Event: 3814 8606 0.21677619524062458
Event: 1219 9320 0.21677619524062458
Event: 1387 6539 0.21677619524062458
Event: 7131 9359 0.21677619524062458
Event: 545 5089 0.21677619524062458
Event: 1191 5518 0.21677619524062458
Event: 3455 5196 0.21677619524062458
Event: 1514 3286 0.21677619524062458
Event: 6025 7352 0.21677619524062458
Event: 1418 8740 0.21677619524062458
Event: 5685 9219 0.21677619524062458
Event: 2485 3913 0.21677619524062458
Event: 594 7846 0.21677619524062458
Event: 589 1982 0.21677619524062458
Event: 3172 4263 0.21677619524062458
Event: 3141 9476 0.21677619524062458
Event: 6189 8838 0.21677619524062458
Event: 6739 7956 0.21677619524062458
Event: 2689 6627 0.21677619524062458
Event: 5184 8637 0.21677619524062458
Event: 944 9016 0.21677619524062458
Event: 8018 9659 0.21677619524062458
Event: 7820 7859 0.21677619524062458
Event: 2981 6450 0.21677619524062458
Event: 3068 9851 0.21677619524062458
Event: 2557 5439 0.21677619524062458
Event: 2028 6072 0.21677619524062458
Event: 9107 9285 0.21677619524062458
Event: 1191 4150 0.21677619524062458
Event: 487 3031 0.21677619524062458
Event: 7785 7996 0.21677619524062458
Event: 92 5440 0.21678274572486828
Event: 2534 6789 0.21678845619830903
Event: 2561 3971 0.21685809313249715
Event: 4740 8092 0.2168597860315156
Event: 1722 3102 0.21686440230866158
Event: 3301 9705 0.21690606318338593
Event: 276 7840 0.21691789244122703
Event: 770 4729 0.2169208003216152
Event: 7600 9234 0.21693348881915997
Event: 1767 7248 0.21693771787300586
Event: 3950 6283 0.2169410815758538
Event: 3182 5844 0.2169410954435683
Event: 210 8781 0.21695885471796902
Event: 4407 8327 0.21697286544498512
Event: 1593 5009 0.2169954840550245
Event: 5161 5316 0.2169986280240921
Event: 6999 7622 0.21702096942127427
Event: 788 9755 0.21703650520888237
Event: 3569 4330 0.21705117714844793
Event: 469 3305 0.21711345110169653
Event: 582 4101 0.21713214322153615
Event: 860 9810 0.2171568887399128
Event: 4880 8675 0.21719051526202085
Event: 5347 7649 0.2172054181011379
Event: 99 6057 0.21727907273816735
Event: 8103 9409 0.21729606790630818
Event: 4839 5067 0.21730460644127222
Event: 3484 6340 0.21730686393235832
Event: 5041 6646 0.21731850853103601
Event: 3560 7791 0.2173279226181145
Event: 4462 9277 0.21733011034231803
Event: 1315 8255 0.21733571506666852
Event: 3282 9389 0.21733910366531745
Event: 6875 8755 0.21734222363561756
Event: 3811 9766 0.21734741266153854
Event: 2912 3268 0.21739954433946446
Event: 7497 9849 0.21740264282255886
Event: 7785 7996 0.21740577419992832
Event: 3172 4263 0.21740577419992832
Event: 4144 8878 0.21740577419992832
Event: 914 3833 0.21740577419992832
Event: 7519 7879 0.21740577419992832
Event: 4945 8109 0.21740577419992832
Event: 1728 5832 0.21740577419992832
Event: 1617 5771 0.21740577419992832
Event: 1631 8786 0.21740577419992832
Event: 3455 5196 0.21740577419992832
Event: 10 820 0.21740577419992832
Event: 5060 6404 0.21740577419992832
Event: 4027 9542 0.21740577419992832
Event: 1582 8260 0.21740577419992832
Event: 4044 9288 0.21740577419992832
Event: 309 8116 0.21740577419992832
Event: 1191 4150 0.21740577419992832
Event: 3882 5424 0.21740577419992832
Event: 594 7846 0.21740577419992832
Event: 2485 3913 0.21740577419992832
Event: 1637 9814 0.21740577419992832
Event: 2366 5464 0.21740577419992832
Event: 3814 8606 0.21740577419992832
Event: 5565 5588 0.21740577419992832
Event: 1534 8238 0.21740577419992832
Event: 4620 6384 0.21740577419992832
Event: 7169 7980 0.21740577419992832
Event: 487 3031 0.21740577419992832
Event: 2406 6826 0.21740577419992832
Event: 746 1938 0.21740577419992832
Event: 1488 2716 0.21740577419992832
Event: 3965 5907 0.21740577419992832
Event: 1448 3404 0.21740577419992832
Event: 1219 9320 0.21740577419992832
Event: 9107 9285 0.21740577419992832
Event: 1387 6539 0.21740577419992832
Event: 6025 7352 0.21740577419992832
Event: 7131 9359 0.21740577419992832
Event: 545 5089 0.21740577419992832
Event: 589 1982 0.21740577419992832
Event: 1191 5518 0.21740577419992832
Event: 1514 3286 0.21740577419992832
Event: 1418 8740 0.21740577419992832
Event: 5685 9219 0.21740577419992832
Event: 6189 8838 0.21740577419992832
Event: 3141 9476 0.21740577419992832
Event: 5184 8637 0.21740577419992832
Event: 6739 7956 0.21740577419992832
Event: 2689 6627 0.21740577419992832
Event: 944 9016 0.21740577419992832
Event: 2028 6072 0.21740577419992832
Event: 2557 5439 0.21740577419992832
Event: 8018 9659 0.21740577419992832
Event: 3068 9851 0.21740577419992832
Event: 7820 7859 0.21740577419992832
Event: 2981 6450 0.21740577419992832
Event: 3690 7917 0.21741233304463226
Event: 2534 6789 0.21741803515761277
Event: 3655 4809 0.21742253937319947
Event: 92 5440 0.21742628979217027
Event: 7427 9391 0.2174263336606656
Event: 4434 6982 0.21743334530628394
Event: 2781 9947 0.21746947134766845
Event: 3593 5759 0.2175109186857062
Event: 234 2639 0.21762251584454687
Event: 671 3026 0.21763606417307152
Event: 276 7840 0.21763967090271852
Event: 3950 6283 0.2176826323271309
Event: 1028 6671 0.2176890697450448
Event: 4152 8183 0.2177713637557423
Event: 3589 8215 0.2177742363166015
Event: 3182 5844 0.21778829767357452
Event: 2709 5786 0.21779098811445474
Event: 8724 9370 0.21785228095621986
Event: 2497 6075 0.21793145476248607
Event: 3400 5334 0.21793607056356606
Event: 3132 5885 0.21799447615199982
Event: 451 3017 0.2179976528911938
Event: 3392 6776 0.2179997833321951
Event: 2981 6450 0.21803535315923206
Event: 7820 7859 0.21803535315923206
Event: 4144 8878 0.21803535315923206
Event: 1582 8260 0.21803535315923206
Event: 7785 7996 0.21803535315923206
Event: 3172 4263 0.21803535315923206
Event: 914 3833 0.21803535315923206
Event: 1728 5832 0.21803535315923206
Event: 5060 6404 0.21803535315923206
Event: 7519 7879 0.21803535315923206
Event: 4945 8109 0.21803535315923206
Event: 1617 5771 0.21803535315923206
Event: 10 820 0.21803535315923206
Event: 4027 9542 0.21803535315923206
Event: 1631 8786 0.21803535315923206
Event: 3455 5196 0.21803535315923206
Event: 4044 9288 0.21803535315923206
Event: 1637 9814 0.21803535315923206
Event: 746 1938 0.21803535315923206
Event: 309 8116 0.21803535315923206
Event: 1191 4150 0.21803535315923206
Event: 2485 3913 0.21803535315923206
Event: 3882 5424 0.21803535315923206
Event: 594 7846 0.21803535315923206
Event: 3814 8606 0.21803535315923206
Event: 2366 5464 0.21803535315923206
Event: 5565 5588 0.21803535315923206
Event: 487 3031 0.21803535315923206
Event: 2406 6826 0.21803535315923206
Event: 1534 8238 0.21803535315923206
Event: 4620 6384 0.21803535315923206
Event: 7169 7980 0.21803535315923206
Event: 3965 5907 0.21803535315923206
Event: 589 1982 0.21803535315923206
Event: 1488 2716 0.21803535315923206
Event: 1448 3404 0.21803535315923206
Event: 9107 9285 0.21803535315923206
Event: 545 5089 0.21803535315923206
Event: 1219 9320 0.21803535315923206
Event: 1387 6539 0.21803535315923206
Event: 7131 9359 0.21803535315923206
Event: 6025 7352 0.21803535315923206
Event: 1191 5518 0.21803535315923206
Event: 5685 9219 0.21803535315923206
Event: 2557 5439 0.21803535315923206
Event: 3068 9851 0.21803535315923206
Event: 1514 3286 0.21803535315923206
Event: 1418 8740 0.21803535315923206
Event: 6189 8838 0.21803535315923206
Event: 3141 9476 0.21803535315923206
Event: 8018 9659 0.21803535315923206
Event: 5184 8637 0.21803535315923206
Event: 944 9016 0.21803535315923206
Event: 2028 6072 0.21803535315923206
Event: 6739 7956 0.21803535315923206
Event: 2689 6627 0.21803535315923206
Event: 2534 6789 0.2180476141169165
Event: 92 5440 0.21807731182111262
Event: 3484 6340 0.21808183987011567
Event: 860 9810 0.2180823528492214
Event: 1682 8833 0.21808573374343682
Event: 1374 2474 0.21811892573500652
Event: 1193 5810 0.21812678612103473
Event: 1321 2398 0.21814294487733227
Event: 5108 7141 0.21815128737984074
Event: 4407 8327 0.21815183758184872
Event: 5161 5316 0.21816917927286203
Event: 1683 9466 0.21821716343142722
Event: 766 5711 0.2182202062136027
Event: 369 4258 0.21822925698108914
Event: 868 9852 0.2182386610887841
Event: 1315 8255 0.21829060341992304
Event: 6875 8755 0.2183044136242416
Event: 1940 6250 0.21831785740033152
Event: 6243 7270 0.2183209181392844
Event: 276 7840 0.2183252103804061
Event: 3282 9389 0.2183263247031971
Event: 289 8075 0.21833378821968105
Event: 7786 8735 0.21833957767880122
Event: 8212 9477 0.2183407106111708
Event: 582 4101 0.21835967328402273
Event: 2054 8381 0.21839026543871737
Event: 3950 6283 0.218392397073845
Event: 2912 3268 0.2184033443414054
Event: 3301 9705 0.2184654741899718
Event: 166 9636 0.21846996805910462
Event: 5041 6646 0.2184713541888925
Event: 2325 4218 0.21849098680105394
Event: 3811 9766 0.21850675634329095
Event: 1928 3265 0.21851156049145584
Event: 3139 4808 0.21853610251663452
Event: 4839 5067 0.21856029203362218
Event: 7427 9391 0.21860119881307313
Event: 291 2013 0.21863353023460486
Event: 3182 5844 0.21864316671568318
Event: 5184 8637 0.2186649321185358
Event: 1514 3286 0.2186649321185358
Event: 4027 9542 0.2186649321185358
Event: 2981 6450 0.2186649321185358
Event: 7820 7859 0.2186649321185358
Event: 3172 4263 0.2186649321185358
Event: 1617 5771 0.2186649321185358
Event: 10 820 0.2186649321185358
Event: 4144 8878 0.2186649321185358
Event: 1582 8260 0.2186649321185358
Event: 7785 7996 0.2186649321185358
Event: 914 3833 0.2186649321185358
Event: 1728 5832 0.2186649321185358
Event: 4945 8109 0.2186649321185358
Event: 5060 6404 0.2186649321185358
Event: 7519 7879 0.2186649321185358
Event: 309 8116 0.2186649321185358
Event: 6189 8838 0.2186649321185358
Event: 1631 8786 0.2186649321185358
Event: 3455 5196 0.2186649321185358
Event: 2406 6826 0.2186649321185358
Event: 4044 9288 0.2186649321185358
Event: 746 1938 0.2186649321185358
Event: 1637 9814 0.2186649321185358
Event: 1191 4150 0.2186649321185358
Event: 487 3031 0.2186649321185358
Event: 6739 7956 0.2186649321185358
Event: 2485 3913 0.2186649321185358
Event: 594 7846 0.2186649321185358
Event: 3882 5424 0.2186649321185358
Event: 3814 8606 0.2186649321185358
Event: 5565 5588 0.2186649321185358
Event: 2366 5464 0.2186649321185358
Event: 1534 8238 0.2186649321185358
Event: 944 9016 0.2186649321185358
Event: 2028 6072 0.2186649321185358
Event: 545 5089 0.2186649321185358
Event: 4620 6384 0.2186649321185358
Event: 3965 5907 0.2186649321185358
Event: 9107 9285 0.2186649321185358
Event: 7169 7980 0.2186649321185358
Event: 589 1982 0.2186649321185358
Event: 1448 3404 0.2186649321185358
Event: 1488 2716 0.2186649321185358
Event: 1191 5518 0.2186649321185358
Event: 7131 9359 0.2186649321185358
Event: 1219 9320 0.2186649321185358
Event: 6025 7352 0.2186649321185358
Event: 1387 6539 0.2186649321185358
Event: 2557 5439 0.2186649321185358
Event: 8018 9659 0.2186649321185358
Event: 2689 6627 0.2186649321185358
Event: 5685 9219 0.2186649321185358
Event: 3068 9851 0.2186649321185358
Event: 3141 9476 0.2186649321185358
Event: 1418 8740 0.2186649321185358
Event: 2534 6789 0.21867719307622024
Event: 3569 4330 0.21869968910747975
Event: 450 5686 0.21872050348715028
Event: 6656 9528 0.21872059888896778
Event: 1520 6404 0.21872904652605782
Event: 92 5440 0.21873587508546005
Event: 1593 5009 0.21875027333538852
Event: 788 9755 0.21877413488127306
Event: 887 9570 0.21882574368628982
Event: 1498 5003 0.21883176260027107
Event: 3589 8215 0.21884031568290635
Event: 4880 8675 0.21884714541411032
Event: 671 3026 0.21885994931898076
Event: 3484 6340 0.21887038983786858
Event: 4686 8715 0.21887705664701704
Event: 469 3305 0.21892620729837867
Event: 4908 7510 0.21895671329546065
Event: 276 7840 0.2189763381845356
Event: 4570 6690 0.21898039452099993
Event: 249 9643 0.2189917337845777
Event: 860 9810 0.21902573041214182
Event: 3559 3835 0.21903923261723585
Event: 3950 6283 0.2190717116064924
Event: 4152 8183 0.21912098981859282
Event: 4462 9277 0.2191436335961373
Event: 8103 9409 0.21918615755467774
Event: 807 3543 0.21919564742296083
Event: 2058 6414 0.21921903550618577
Event: 2709 5786 0.21923404199503685
Event: 2497 6075 0.21924219491627936
Event: 3871 4362 0.21924902971275803
Event: 93 2892 0.2192558852189944
Event: 1315 8255 0.21925688413398725
Event: 6112 6917 0.21927507832300774
Event: 6875 8755 0.2192803780462937
Event: 3141 9476 0.21929451107783954
Event: 5184 8637 0.21929451107783954
Event: 1728 5832 0.21929451107783954
Event: 3172 4263 0.21929451107783954
Event: 6189 8838 0.21929451107783954
Event: 309 8116 0.21929451107783954
Event: 4945 8109 0.21929451107783954
Event: 1418 8740 0.21929451107783954
Event: 1514 3286 0.21929451107783954
Event: 4027 9542 0.21929451107783954
Event: 10 820 0.21929451107783954
Event: 3068 9851 0.21929451107783954
Event: 746 1938 0.21929451107783954
Event: 6739 7956 0.21929451107783954
Event: 487 3031 0.21929451107783954
Event: 2981 6450 0.21929451107783954
Event: 1617 5771 0.21929451107783954
Event: 7785 7996 0.21929451107783954
Event: 5565 5588 0.21929451107783954
Event: 3965 5907 0.21929451107783954
Event: 1534 8238 0.21929451107783954
Event: 4620 6384 0.21929451107783954
Event: 545 5089 0.21929451107783954
Event: 4144 8878 0.21929451107783954
Event: 2689 6627 0.21929451107783954
Event: 589 1982 0.21929451107783954
Event: 8018 9659 0.21929451107783954
Event: 7131 9359 0.21929451107783954
Event: 2557 5439 0.21929451107783954
Event: 1387 6539 0.21929451107783954
Event: 3882 5424 0.21929451107783954
Event: 3455 5196 0.21929451107783954
Event: 914 3833 0.21929451107783954
Event: 5060 6404 0.21929451107783954
Event: 1631 8786 0.21929451107783954
Event: 7519 7879 0.21929451107783954
Event: 4044 9288 0.21929451107783954
Event: 2406 6826 0.21929451107783954
Event: 1637 9814 0.21929451107783954
Event: 2485 3913 0.21929451107783954
Event: 1191 4150 0.21929451107783954
Event: 3814 8606 0.21929451107783954
Event: 9107 9285 0.21929451107783954
Event: 7820 7859 0.21929451107783954
Event: 1582 8260 0.21929451107783954
Event: 5685 9219 0.21929451107783954
Event: 2366 5464 0.21929451107783954
Event: 944 9016 0.21929451107783954
Event: 2028 6072 0.21929451107783954
Event: 7169 7980 0.21929451107783954
Event: 1448 3404 0.21929451107783954
Event: 1488 2716 0.21929451107783954
Event: 1191 5518 0.21929451107783954
Event: 1219 9320 0.21929451107783954
Event: 6025 7352 0.21929451107783954
Event: 338 5141 0.21929614928162433
Event: 594 7846 0.21929892247928737
Event: 2534 6789 0.21930677203552398
Event: 3593 5759 0.2193180176786372
Event: 4434 6982 0.21932084599675003
Event: 3282 9389 0.21933846870264867
Event: 7497 9849 0.21935794867898842
Event: 3655 4809 0.21936377318661504
Event: 5161 5316 0.219364001161141
Event: 4407 8327 0.21936428814494843
Event: 1049 9997 0.21940124944439562
Event: 92 5440 0.21940204277591097
Event: 2912 3268 0.21943270754738955
Event: 1994 2361 0.21945929330726327
Event: 3132 5885 0.2194848614749306
Event: 3182 5844 0.2195057340552281
Event: 5145 8257 0.21953044937095315
Event: 825 1841 0.21955069753581646
Event: 1772 4156 0.2195668108090858
Event: 166 6073 0.21956999710420208
Event: 5041 6646 0.21958749267839303
Event: 276 7840 0.21960591714383934
Event: 582 4101 0.2196181300544261
Event: 1028 6671 0.21962682703621914
Event: 3811 9766 0.21962802182144378
Event: 3484 6340 0.2196727271680397
Event: 3950 6283 0.21972185782170164
Event: 7427 9391 0.21973341424065357
Event: 2470 9995 0.21979565989452865
Event: 369 4258 0.21980285329535165
Event: 4839 5067 0.21983127545293374
Event: 1460 5649 0.2198322359927024
Event: 4927 7890 0.21987562110443
Event: 10 820 0.2205478580546699
Event: 309 8116 0.2205478580546699
Event: 1617 5771 0.2205478580546699
Event: 1728 5832 0.2205478580546699
Event: 4945 8109 0.2205478580546699
Event: 9107 9285 0.2205478580546699
Event: 1631 8786 0.2205478580546699
Event: 1637 9814 0.2205478580546699
Event: 4620 6384 0.2205478580546699
Event: 4044 9288 0.2205478580546699
Event: 4144 8878 0.2205478580546699
Event: 746 1938 0.2205478580546699
Event: 1514 3286 0.2205478580546699
Event: 1534 8238 0.2205478580546699
Event: 1582 8260 0.2205478580546699
Event: 4027 9542 0.2205478580546699
Event: 3965 5907 0.2205478580546699
Event: 3882 5424 0.2205478580546699
Event: 3950 6283 0.2205478580546699
Event: 3814 8606 0.2205478580546699
Event: 1488 2716 0.2205478580546699
Event: 3455 5196 0.2205478580546699
Event: 276 7840 0.2205478580546699
Event: 545 5089 0.2205478580546699
Event: 589 1982 0.2205478580546699
Event: 1418 8740 0.2205478580546699
Event: 1448 3404 0.2205478580546699
Event: 1387 6539 0.2205478580546699
Event: 3172 4263 0.2205478580546699
Event: 3141 9476 0.2205478580546699
Event: 1219 9320 0.2205478580546699
Event: 2981 6450 0.2205478580546699
Event: 3068 9851 0.2205478580546699
Event: 2689 6627 0.2205478580546699
Event: 487 3031 0.2205478580546699
Event: 1191 4150 0.2205478580546699
Event: 1191 5518 0.2205478580546699
Event: 2534 6789 0.2205478580546699
Event: 2557 5439 0.2205478580546699
Event: 2485 3913 0.2205478580546699
Event: 8018 9659 0.2205478580546699
Event: 7820 7859 0.2205478580546699
Event: 2366 5464 0.2205478580546699
Event: 2406 6826 0.2205478580546699
Event: 7785 7996 0.2205478580546699
Event: 7519 7879 0.2205478580546699
Event: 7131 9359 0.2205478580546699
Event: 7169 7980 0.2205478580546699
Event: 914 3833 0.2205478580546699
Event: 944 9016 0.2205478580546699
Event: 6739 7956 0.2205478580546699
Event: 2028 6072 0.2205478580546699
Event: 6189 8838 0.2205478580546699
Event: 6025 7352 0.2205478580546699
Event: 5060 6404 0.2205478580546699
Event: 5184 8637 0.2205478580546699
Event: 5565 5588 0.2205478580546699
Event: 5685 9219 0.2205478580546699
Event: 594 7846 0.22056216046345636
Event: 92 5440 0.2205985041764081
Event: 3484 6340 0.22074084572783106
Event: 3182 5844 0.2207948396857904
Event: 860 9810 0.22090069293266107
Event: 1315 8255 0.22090763725557425
Event: 6875 8755 0.2209211277133287
Event: 3282 9389 0.22097489961809286
Event: 2912 3268 0.22099069956082085
Event: 5041 6646 0.2209932217572123
Event: 3811 9766 0.22099815787989863
Event: 7427 9391 0.22100796205972525
Event: 3589 8215 0.22101331126646923
Event: 671 3026 0.22105042304663117
Event: 2497 6075 0.22114898584834372
Event: 5161 5316 0.2211556063666088
Event: 10 820 0.22118423035805432
Event: 309 8116 0.22118423035805432
Event: 1617 5771 0.22118423035805432
Event: 1728 5832 0.22118423035805432
Event: 1631 8786 0.22118423035805432
Event: 1637 9814 0.22118423035805432
Event: 4945 8109 0.22118423035805432
Event: 9107 9285 0.22118423035805432
Event: 4620 6384 0.22118423035805432
Event: 4144 8878 0.22118423035805432
Event: 1534 8238 0.22118423035805432
Event: 3814 8606 0.22118423035805432
Event: 4044 9288 0.22118423035805432
Event: 746 1938 0.22118423035805432
Event: 1514 3286 0.22118423035805432
Event: 1582 8260 0.22118423035805432
Event: 4027 9542 0.22118423035805432
Event: 3950 6283 0.22118423035805432
Event: 3965 5907 0.22118423035805432
Event: 3882 5424 0.22118423035805432
Event: 1488 2716 0.22118423035805432
Event: 5565 5588 0.22118423035805432
Event: 3455 5196 0.22118423035805432
Event: 1418 8740 0.22118423035805432
Event: 276 7840 0.22118423035805432
Event: 589 1982 0.22118423035805432
Event: 1219 9320 0.22118423035805432
Event: 545 5089 0.22118423035805432
Event: 1448 3404 0.22118423035805432
Event: 5685 9219 0.22118423035805432
Event: 1387 6539 0.22118423035805432
Event: 5184 8637 0.22118423035805432
Event: 3172 4263 0.22118423035805432
Event: 3141 9476 0.22118423035805432
Event: 2981 6450 0.22118423035805432
Event: 3068 9851 0.22118423035805432
Event: 2689 6627 0.22118423035805432
Event: 1191 4150 0.22118423035805432
Event: 1191 5518 0.22118423035805432
Event: 487 3031 0.22118423035805432
Event: 2534 6789 0.22118423035805432
Event: 2485 3913 0.22118423035805432
Event: 2406 6826 0.22118423035805432
Event: 2557 5439 0.22118423035805432
Event: 8018 9659 0.22118423035805432
Event: 7820 7859 0.22118423035805432
Event: 2366 5464 0.22118423035805432
Event: 7785 7996 0.22118423035805432
Event: 6025 7352 0.22118423035805432
Event: 7519 7879 0.22118423035805432
Event: 7169 7980 0.22118423035805432
Event: 7131 9359 0.22118423035805432
Event: 944 9016 0.22118423035805432
Event: 6739 7956 0.22118423035805432
Event: 2028 6072 0.22118423035805432
Event: 5060 6404 0.22118423035805432
Event: 6189 8838 0.22118423035805432
Event: 4407 8327 0.22118740899685643
Event: 914 3833 0.2211878027736441
Event: 4839 5067 0.22121273056075974
Event: 594 7846 0.22121786396935345
Event: 582 4101 0.22122293622103195
Event: 4152 8183 0.22125068635771805
Event: 92 5440 0.2212934671457672
Event: 3301 9705 0.22138850635962048
Event: 2709 5786 0.22141241184539007
Event: 3132 5885 0.22144091355251172
Event: 4880 8675 0.221456467875881
Event: 3569 4330 0.2215066996421602
Event: 369 4258 0.22152388669500542
Event: 3484 6340 0.22158545960861414
Event: 7786 8735 0.2216155201575123
Event: 3593 5759 0.22162574543697047
Event: 3182 5844 0.22168608626266775
Event: 788 9755 0.22170550650774606
Event: 4462 9277 0.22170901049390282
Event: 1593 5009 0.2217675769768873
Event: 3400 5334 0.22180022205072228
Event: 1028 6671 0.22180201021051973
Event: 4434 6982 0.22180579234816916
Event: 469 3305 0.22181905028190993
Event: 3950 6283 0.22182060266143874
Event: 5060 6404 0.22182060266143874
Event: 1617 5771 0.22182060266143874
Event: 1728 5832 0.22182060266143874
Event: 309 8116 0.22182060266143874
Event: 1631 8786 0.22182060266143874
Event: 1637 9814 0.22182060266143874
Event: 4945 8109 0.22182060266143874
Event: 4144 8878 0.22182060266143874
Event: 4044 9288 0.22182060266143874
Event: 9107 9285 0.22182060266143874
Event: 4620 6384 0.22182060266143874
Event: 1534 8238 0.22182060266143874
Event: 3814 8606 0.22182060266143874
Event: 1582 8260 0.22182060266143874
Event: 4027 9542 0.22182060266143874
Event: 746 1938 0.22182060266143874
Event: 1514 3286 0.22182060266143874
Event: 3965 5907 0.22182060266143874
Event: 6189 8838 0.22182060266143874
Event: 1418 8740 0.22182060266143874
Event: 3882 5424 0.22182060266143874
Event: 1488 2716 0.22182060266143874
Event: 3455 5196 0.22182060266143874
Event: 5565 5588 0.22182060266143874
Event: 5685 9219 0.22182060266143874
Event: 276 7840 0.22182060266143874
Event: 1219 9320 0.22182060266143874
Event: 589 1982 0.22182060266143874
Event: 1448 3404 0.22182060266143874
Event: 1387 6539 0.22182060266143874
Event: 545 5089 0.22182060266143874
Event: 10 820 0.22182060266143874
Event: 2028 6072 0.22182060266143874
Event: 2406 6826 0.22182060266143874
Event: 5184 8637 0.22182060266143874
Event: 2981 6450 0.22182060266143874
Event: 3172 4263 0.22182060266143874
Event: 3141 9476 0.22182060266143874
Event: 3068 9851 0.22182060266143874
Event: 1191 4150 0.22182060266143874
Event: 2689 6627 0.22182060266143874
Event: 1191 5518 0.22182060266143874
Event: 487 3031 0.22182060266143874
Event: 2485 3913 0.22182060266143874
Event: 2534 6789 0.22182060266143874
Event: 2366 5464 0.22182060266143874
Event: 944 9016 0.22182060266143874
Event: 6739 7956 0.22182060266143874
Event: 2557 5439 0.22182060266143874
Event: 7820 7859 0.22182060266143874
Event: 8018 9659 0.22182060266143874
Event: 7785 7996 0.22182060266143874
Event: 6025 7352 0.22182060266143874
Event: 7519 7879 0.22182060266143874
Event: 7131 9359 0.22182060266143874
Event: 7169 7980 0.22182060266143874
Event: 914 3833 0.22184601079279714
Event: 8103 9409 0.22187554511476087
Event: 594 7846 0.22187861188169386
