Hello, collisional simulations!
Event: 1418 8740 0.003847196078860268
Event: 993 5367 0.003847196078860268
Event: 3182 5844 0.003878899963165804
Event: 1928 3265 0.00389749031223249
Event: 7497 9849 0.00391444171942132
Event: 594 7846 0.003920724417774239
Event: 7359 9713 0.003951111711458427
Event: 788 9755 0.00395533100512316
Event: 2088 5627 0.003956168428190965
Event: 2325 4218 0.003992339529394762
Event: 2689 6627 0.003996230851493771
Event: 1374 2474 0.004006705627125228
Event: 1306 3743 0.00403450878341626
Event: 3132 5885 0.004048475334962585
Event: 425 2583 0.004062919281988024
Event: 4740 8092 0.0040845054700327154
Event: 4044 9288 0.00410800376071483
Event: 1498 5003 0.004116971822746345
Event: 6999 7622 0.00415034078939324
Event: 10 820 0.00416974660934965
Event: 860 9810 0.004202494591958655
Event: 3589 8215 0.004204907913523041
Event: 4609 5059 0.004206007704324228
Event: 3484 6340 0.004227199198833659
Event: 2277 6670 0.004258832511081381
Event: 4839 5067 0.004266930364508602
Event: 1067 1662 0.004286348999291667
Event: 5060 6404 0.004337546607931499
Event: 3965 5907 0.004356773725073898
Event: 1709 8243 0.004358123906844666
Event: 249 9643 0.0043621026924020945
Event: 4301 7049 0.004368555653023081
Event: 3141 9476 0.0043928183805091
Event: 9107 9285 0.0044219854519125645
Event: 8212 9477 0.004431538155800096
Event: 7786 8735 0.0044379898572066735
Event: 4362 9650 0.004461198149356452
Event: 131 7906 0.0044647391550428905
Event: 4620 6384 0.004475955433802356
Event: 1582 8260 0.0044792915179122355
Event: 1418 8740 0.004488395425336979
Event: 291 2013 0.004488395425336979
Event: 4945 8109 0.004488395425336979
Event: 993 5367 0.004488395425336979
Event: 5108 7141 0.004488395425336979
Event: 2058 6414 0.004488395425336979
Event: 8103 9409 0.004488395425336979
Event: 1488 2716 0.004488395425336979
Event: 1722 3102 0.004488395425336979
Event: 1321 2398 0.004488395425336979
Event: 1387 6539 0.004488395425336979
Event: 1448 3404 0.004507209785511722
Event: 4976 8743 0.004529262371952395
Event: 1456 7397 0.004530891763100125
Event: 369 4258 0.004568797328923008
Event: 1767 7248 0.00463608599559157
Event: 1617 5771 0.004640268773605831
Event: 5939 9672 0.004658981290675801
Event: 1593 5009 0.004668108732885005
Event: 7359 9713 0.00467174117875612
Event: 469 3305 0.004695187644692188
Event: 6533 9278 0.0047085104853011196
Event: 3455 5196 0.004708799103772465
Event: 1315 8255 0.004714761943617078
Event: 770 4729 0.004715293160240016
Event: 4027 9542 0.004732117893611662
Event: 7131 9359 0.004749444752665298
Event: 3655 4809 0.004753849176272036
Event: 1940 6250 0.004778159470876219
Event: 3182 5844 0.004788539083904518
Event: 5184 8637 0.00479224978124454
Event: 7707 9754 0.004804328771395104
Event: 5565 5588 0.004812746464121746
Event: 3068 9851 0.004839531772686765
Event: 594 7846 0.004846138857654219
Event: 788 9755 0.0048592489628224884
Event: 3882 5424 0.004862579548270841
Event: 1933 2979 0.004871843631125331
Event: 3139 4808 0.0048783083234183134
Event: 2235 4003 0.004916803366591957
Event: 4044 9288 0.004939956911066589
Event: 3132 5885 0.004980236411238445
Event: 5942 9091 0.005019780981470905
Event: 4319 5296 0.00502081830865532
Event: 766 5711 0.005024910149256491
Event: 6583 9513 0.00502791919984976
Event: 6999 7622 0.005067491426461348
Event: 6875 8755 0.00507004157074664
Event: 2912 3268 0.005089239238178564
Event: 1928 3265 0.00509994995601479
Event: 868 9852 0.005107022676219472
Event: 4152 8183 0.005110124303209241
Event: 1387 6539 0.0051295947718136906
Event: 1722 3102 0.0051295947718136906
Event: 1418 8740 0.0051295947718136906
Event: 1321 2398 0.0051295947718136906
Event: 291 2013 0.0051295947718136906
Event: 8103 9409 0.0051295947718136906
Event: 1488 2716 0.0051295947718136906
Event: 4945 8109 0.0051295947718136906
Event: 993 5367 0.0051295947718136906
Event: 2058 6414 0.0051295947718136906
Event: 5108 7141 0.005130729448016937
Event: 4301 7049 0.00522166669549097
Event: 7542 8813 0.005238032421797192
Event: 2366 5464 0.005307233825550842
Event: 1709 8243 0.005314408072782203
Event: 2325 4218 0.005376414425088147
Event: 1049 9997 0.005399009771083554
Event: 8724 9370 0.005402567495805494
Event: 3560 7791 0.005406317454468323
Event: 7359 9713 0.005415950178943267
Event: 3871 4362 0.005416304774199075
Event: 2444 7499 0.005500312426623196
Event: 92 5440 0.005514285671989504
Event: 4462 9277 0.005515043350305506
Event: 3589 8215 0.005527135719539464
Event: 545 5089 0.005542222135570532
Event: 3484 6340 0.005564238966949048
Event: 8212 9477 0.005588084102062122
Event: 3172 4263 0.005588946276529479
Event: 4839 5067 0.005602087801836786
Event: 369 4258 0.0056171447691131275
Event: 582 4101 0.005622902939534523
Event: 4362 9650 0.005667759003300773
Event: 3182 5844 0.005675284958769633
Event: 4609 5059 0.0056940609768392995
Event: 131 7906 0.005697013181102734
Event: 4434 6982 0.005712050667975845
Event: 5060 6404 0.005731312001579188
Event: 788 9755 0.005731471140234747
Event: 594 7846 0.005750561868597044
Event: 3988 9311 0.005756889368495891
Event: 770 4729 0.005757853440755856
Event: 2058 6414 0.005770794118290402
Event: 291 2013 0.005770794118290402
Event: 1387 6539 0.005770794118290402
Event: 4945 8109 0.005770794118290402
Event: 1488 2716 0.005770794118290402
Event: 993 5367 0.005770794118290402
Event: 1722 3102 0.005770794118290402
Event: 1418 8740 0.005770794118290402
Event: 1321 2398 0.005770794118290402
Event: 8103 9409 0.005770794118290402
Event: 4044 9288 0.005775302150556046
Event: 2969 3935 0.005780874560472405
Event: 5108 7141 0.005783447171799934
Event: 2277 6670 0.00579702828600928
Event: 3655 4809 0.005834549316080264
Event: 3132 5885 0.005881842788404725
Event: 3455 5196 0.005887728877564928
Event: 1421 1820 0.005931934848559812
Event: 6999 7622 0.00594097346270143
Event: 5685 9219 0.005951950081238734
Event: 2428 6927 0.005977841827522416
Event: 3991 6956 0.006001116220521036
Event: 1374 2474 0.00602010054114386
Event: 1767 7248 0.00603271913108524
Event: 3321 5958 0.006074742002196212
Event: 4301 7049 0.006115036503394604
Event: 1815 8824 0.006119911455882523
Event: 871 8435 0.006127426659059097
Event: 5176 5609 0.006151107373910834
Event: 7359 9713 0.0061844798646748435
Event: 1315 8255 0.00620012642113422
Event: 3224 7780 0.006248210231839415
Event: 1928 3265 0.006257175381990213
Event: 7131 9359 0.00626620630161757
Event: 1637 9814 0.006275220537595721
Event: 289 8075 0.006275519744509057
Event: 291 2013 0.006928672757066686
Event: 1321 2398 0.006928672757066686
Event: 8103 9409 0.006928672757066686
Event: 2058 6414 0.006928672757066686
Event: 4945 8109 0.006928672757066686
Event: 993 5367 0.006928672757066686
Event: 1722 3102 0.006928672757066686
Event: 1387 6539 0.006928672757066686
Event: 1488 2716 0.006928672757066686
Event: 1418 8740 0.006928672757066686
Event: 5108 7141 0.006958985921977816
Event: 7359 9713 0.007085348113092431
Event: 6999 7622 0.007104226903497189
Event: 788 9755 0.007110899653175828
Event: 4044 9288 0.007129550366065849
Event: 3182 5844 0.007137937148538989
Event: 3132 5885 0.007148321022734425
Event: 594 7846 0.007160780190411297
Event: 4301 7049 0.007232935417848989
Event: 770 4729 0.007257858645453306
Event: 369 4258 0.00728061459360519
Event: 1709 8243 0.007307048628064762
Event: 3655 4809 0.0073140190007204625
Event: 1928 3265 0.007403398071813604
Event: 3455 5196 0.007470709104833057
Event: 8212 9477 0.007480062604934178
Event: 3589 8215 0.0075542277698163575
Event: 4362 9650 0.007556781725081862
Event: 4839 5067 0.007564148174184274
Event: 291 2013 0.007574160206953785
Event: 1321 2398 0.007574160206953785
Event: 1488 2716 0.007574160206953785
Event: 1418 8740 0.007574160206953785
Event: 8103 9409 0.007574160206953785
Event: 2058 6414 0.007574160206953785
Event: 1387 6539 0.007574160206953785
Event: 4945 8109 0.007574160206953785
Event: 993 5367 0.007574160206953785
Event: 1722 3102 0.007574160206953785
Event: 3484 6340 0.007576204326490736
Event: 131 7906 0.0075984711701289915
Event: 1767 7248 0.007607964338997693
Event: 6583 9513 0.007623668807051089
Event: 5108 7141 0.007645548823892175
Event: 5060 6404 0.007651079098591096
Event: 2325 4218 0.00772242124215737
Event: 1315 8255 0.007734644905839209
Event: 7131 9359 0.0077772940498809185
Event: 4609 5059 0.00784497609113923
Event: 6999 7622 0.007885891284956259
Event: 788 9755 0.00790926589486943
Event: 7359 9713 0.007913830412408411
Event: 2277 6670 0.00791546952331032
Event: 3139 4808 0.007917637782753858
Event: 3182 5844 0.007970787880182243
Event: 4044 9288 0.007979313245236819
Event: 3132 5885 0.007985082845895964
Event: 2366 5464 0.008015863609808683
Event: 594 7846 0.008018052015023189
Event: 92 5440 0.008020965330947028
Event: 3560 7791 0.008098017388797896
Event: 8724 9370 0.008130097339543115
Event: 770 4729 0.008185972681912042
Event: 291 2013 0.008219647656840884
Event: 1488 2716 0.008219647656840884
Event: 1321 2398 0.008219647656840884
Event: 1722 3102 0.008219647656840884
Event: 1418 8740 0.008219647656840884
Event: 993 5367 0.008219647656840884
Event: 1387 6539 0.008219647656840884
Event: 2058 6414 0.008219647656840884
Event: 8103 9409 0.008219647656840884
Event: 4945 8109 0.008219647656840884
Event: 4434 6982 0.008225171957005527
Event: 4301 7049 0.008227820916392554
Event: 369 4258 0.008244281867211796
Event: 3655 4809 0.008306330730981856
Event: 1374 2474 0.008318280106307616
Event: 5108 7141 0.008343027711203758
Event: 1709 8243 0.008363368389140365
Event: 9107 9285 0.008463583752161006
Event: 1928 3265 0.008481304987356959
Event: 1617 5771 0.008494985046015006
Event: 766 5711 0.008590509231226593
Event: 3882 5424 0.008599143451062328
Event: 6999 7622 0.008630058988030672
Event: 868 9852 0.008631742063057031
Event: 3455 5196 0.008658338287742571
Event: 6875 8755 0.008679194533302143
Event: 788 9755 0.008679292585429377
Event: 3068 9851 0.008691140834049921
Event: 1067 1662 0.00869605909393737
Event: 8212 9477 0.008697868442193729
Event: 5939 9672 0.008742273235205312
Event: 3871 4362 0.008763954010480602
Event: 7359 9713 0.008769457947544046
Event: 3182 5844 0.00878227471242716
Event: 3589 8215 0.008788261458008706
Event: 3132 5885 0.008794373679309693
Event: 4839 5067 0.00880489016738522
Event: 4976 8743 0.008809839299952514
Event: 4044 9288 0.008832445748416492
Event: 3484 6340 0.008836073594351106
Event: 594 7846 0.008855441856157257
Event: 4152 8183 0.008859282863223013
Event: 1488 2716 0.008865135106727984
Event: 291 2013 0.008865135106727984
Event: 1321 2398 0.008865135106727984
Event: 2058 6414 0.008865135106727984
Event: 4945 8109 0.008865135106727984
Event: 8103 9409 0.008865135106727984
Event: 1387 6539 0.008865135106727984
Event: 1722 3102 0.008865135106727984
Event: 1418 8740 0.008865135106727984
Event: 993 5367 0.008865135106727984
Event: 1767 7248 0.008867433721558494
Event: 4362 9650 0.008871316213444039
Event: 6533 9278 0.008893768758892308
Event: 131 7906 0.008967847550865793
Event: 6583 9513 0.008987249034096645
Event: 5060 6404 0.00899425890853912
Event: 5108 7141 0.009051577885991315
Event: 770 4729 0.00906973515205089
Event: 4462 9277 0.009086099327361557
Event: 1315 8255 0.009145213642552275
Event: 369 4258 0.0091752796151566
Event: 2325 4218 0.009190215450078504
Event: 289 8075 0.009215407200952066
Event: 7131 9359 0.009239066748052482
Event: 3655 4809 0.00926150996593276
Event: 4301 7049 0.009269961538293292
Event: 6999 7622 0.009338521497233831
Event: 7169 7980 0.009387851599229493
Event: 788 9755 0.00942195586544519
Event: 2709 5786 0.009438038742058862
Event: 1709 8243 0.009453111946183236
Event: 4609 5059 0.009454700042077211
Event: 1488 2716 0.009510622556615084
Event: 1418 8740 0.009510622556615084
Event: 993 5367 0.009510622556615084
Event: 291 2013 0.009510622556615084
Event: 1722 3102 0.009510622556615084
Event: 1321 2398 0.009510622556615084
Event: 1387 6539 0.009510622556615084
Event: 2058 6414 0.009510622556615084
Event: 8103 9409 0.009510622556615084
Event: 4945 8109 0.009510622556615084
Event: 1928 3265 0.009518551159100563
Event: 3139 4808 0.00955138923583321
Event: 3224 7780 0.009570124967469803
Event: 3182 5844 0.009572922909007396
Event: 3132 5885 0.009577069492706763
Event: 5161 5316 0.009597954697184927
Event: 2277 6670 0.009615116810768843
Event: 4114 9896 0.00964047110336168
Event: 7359 9713 0.009653079828831838
Event: 594 7846 0.009673382602286552
Event: 4044 9288 0.009688919072119079
Event: 6869 7751 0.009707972305359745
Event: 92 5440 0.009714090664645802
Event: 2366 5464 0.009729416089588435
Event: 1306 9745 0.009735956488046295
Event: 4927 7890 0.009764933884183463
Event: 1327 6607 0.00976831827148415
Event: 5108 7141 0.009771356250354638
Event: 589 1982 0.009786045012366103
Event: 3455 5196 0.009845992038907247
Event: 2040 5002 0.009847250314090988
Event: 7519 7879 0.009883513722582017
Event: 6220 6468 0.009887493361221153
Event: 2557 5439 0.009905836863341747
Event: 770 4729 0.009911250638846654
Event: 3560 7791 0.009913676177628492
Event: 7497 9849 0.009927269743345162
Event: 8212 9477 0.009937004809560652
Event: 3589 8215 0.00998630886099853
Event: 8724 9370 0.00999117802493132
Event: 1382 9125 0.009996153733497187
Event: 4839 5067 0.010006588874364931
Event: 6999 7622 0.010012985390192287
Event: 3484 6340 0.010063758062730606
Event: 1767 7248 0.010064792132883122
Event: 825 1841 0.010073091253818157
Event: 369 4258 0.010074668360030615
Event: 2553 2683 0.010126044480048961
Event: 788 9755 0.010138200346191261
Event: 1488 2716 0.010156110006502184
Event: 8103 9409 0.010156110006502184
Event: 1418 8740 0.010156110006502184
Event: 993 5367 0.010156110006502184
Event: 1387 6539 0.010156110006502184
Event: 1321 2398 0.010156110006502184
Event: 4945 8109 0.010156110006502184
Event: 1722 3102 0.010156110006502184
Event: 2058 6414 0.010156110006502184
Event: 291 2013 0.010156110006502184
Event: 4434 6982 0.010177961396707187
Event: 3655 4809 0.010180899753243008
Event: 2689 6627 0.010227997935670391
Event: 4362 9650 0.010228054958136498
Event: 4511 7923 0.010230538726016099
Event: 860 9810 0.010279047363699842
Event: 854 8609 0.010279051531201509
Event: 2328 4363 0.010292136971644349
Event: 5060 6404 0.010313273185287998
Event: 1498 5003 0.010333836771168902
Event: 3132 5885 0.010334020008715902
Event: 10 820 0.010337397166462849
Event: 3182 5844 0.010343245988816935
Event: 2088 5627 0.010346949072228316
Event: 1374 2474 0.010361101195595659
Event: 4301 7049 0.010361574115871417
Event: 6583 9513 0.01037447097086892
Event: 131 7906 0.010393574685581714
Event: 4740 8092 0.010412513806777317
Event: 7786 8735 0.010460221534073092
Event: 594 7846 0.010472299040896957
Event: 5108 7141 0.010502521301750289
Event: 1315 8255 0.010515983601479206
Event: 1928 3265 0.01051671438604977
Event: 4044 9288 0.010548703806984897
Event: 7359 9713 0.010565569024469888
Event: 3141 9476 0.010574969821438587
Event: 1709 8243 0.0105772714846999
Event: 425 2583 0.01059125792611635
Event: 1582 8260 0.010597095306920979
Event: 4620 6384 0.010600293777814811
Event: 9107 9285 0.0106243232159167
Event: 1306 3743 0.010643830465183433
Event: 1617 5771 0.010653798853937345
Event: 6999 7622 0.010658472840079387
Event: 7131 9359 0.01066909839255603
Event: 1593 5009 0.010670298903433639
Event: 1448 3404 0.010678748460853647
Event: 2325 4218 0.01068713968614687
Event: 469 3305 0.010698229697415833
Event: 770 4729 0.010712525248365901
Event: 249 9643 0.010745663171866041
Event: 766 5711 0.010795720804260863
Event: 291 2013 0.010801597456389284
Event: 2058 6414 0.010801597456389284
Event: 1488 2716 0.010801597456389284
Event: 1722 3102 0.010801597456389284
Event: 4945 8109 0.010801597456389284
Event: 8103 9409 0.010801597456389284
Event: 1387 6539 0.010801597456389284
Event: 1321 2398 0.010801597456389284
Event: 1418 8740 0.010801597456389284
Event: 993 5367 0.010801597456389284
Event: 788 9755 0.010828939980339392
Event: 3882 5424 0.010854138191059024
Event: 868 9852 0.010875788440422848
Event: 5565 5588 0.010882015214730381
Event: 369 4258 0.010943477365012508
Event: 1940 6250 0.010965985478523982
Event: 4027 9542 0.010969264826637676
Event: 5184 8637 0.010996219452304407
Event: 6875 8755 0.010999755453652206
Event: 3455 5196 0.011033589529199044
Event: 3655 4809 0.011065797996621742
Event: 3132 5885 0.011066049379124188
Event: 3068 9851 0.011085266072306272
Event: 3182 5844 0.011093745927750896
Event: 2912 3268 0.011109984152740032
Event: 4609 5059 0.011113933926337197
Event: 3871 4362 0.011119795457402243
Event: 1456 7397 0.01114247952703422
Event: 3589 8215 0.01114936742950182
Event: 4839 5067 0.011170392782926036
Event: 3139 4808 0.011184599777028393
Event: 8212 9477 0.01119788256480214
Event: 1767 7248 0.011203083639946442
Event: 1067 1662 0.011226494480396702
Event: 5108 7141 0.01124523312740039
Event: 594 7846 0.011252607946763972
Event: 5939 9672 0.011255791903943192
Event: 3484 6340 0.011260189394035261
Event: 6999 7622 0.011303960289966487
Event: 1933 2979 0.011322892691027087
Event: 92 5440 0.011363549188854617
Event: 2277 6670 0.011384804204301035
Event: 7707 9754 0.011397902398817909
Event: 4044 9288 0.011411769939326893
Event: 2366 5464 0.011423889790017107
Event: 4152 8183 0.011436750686425173
Event: 1418 8740 0.011447084906276384
Event: 291 2013 0.011447084906276384
Event: 1321 2398 0.011447084906276384
Event: 993 5367 0.011447084906276384
Event: 8103 9409 0.011447084906276384
Event: 1387 6539 0.011447084906276384
Event: 1488 2716 0.011447084906276384
Event: 4945 8109 0.011447084906276384
Event: 2058 6414 0.011447084906276384
Event: 1722 3102 0.011447084906276384
Event: 4976 8743 0.01145663723730468
Event: 770 4729 0.011475471087058216
Event: 1928 3265 0.011477308143775187
Event: 788 9755 0.01149505891935189
Event: 2235 4003 0.011502342135236229
Event: 4301 7049 0.011504976787638697
Event: 7359 9713 0.01150782284861978
Event: 4319 5296 0.011510851214807945
Event: 5942 9091 0.011514903912892761
Event: 545 5089 0.011585132356624485
Event: 5060 6404 0.011608655136303887
Event: 6533 9278 0.01162671405053892
Event: 4362 9650 0.011628298323347934
Event: 582 4101 0.011645131952151493
Event: 7542 8813 0.011715276569160053
Event: 3172 4263 0.011722259657768061
Event: 3560 7791 0.011730465282602354
Event: 1709 8243 0.011736864394349178
Event: 1049 9997 0.011765798741432697
Event: 3132 5885 0.011773956851128801
Event: 369 4258 0.011782705339922988
Event: 6583 9513 0.011785896464714916
Event: 3182 5844 0.011824913360400218
Event: 1315 8255 0.011848021086382124
Event: 8724 9370 0.01186673597325991
Event: 131 7906 0.011878010040154822
Event: 2444 7499 0.011899994083680067
Event: 4462 9277 0.011903062694194097
Event: 3655 4809 0.011917458718176495
Event: 6999 7622 0.011949447739853587
Event: 5108 7141 0.011999653397755636
Event: 289 8075 0.012005508598179029
Event: 594 7846 0.012014718172591091
Event: 5685 9219 0.012049327695109902
Event: 7131 9359 0.012067977788899002
Event: 291 2013 0.012092572356163483
Event: 1418 8740 0.012092572356163483
Event: 2058 6414 0.012092572356163483
Event: 4945 8109 0.012092572356163483
Event: 1488 2716 0.012092572356163483
Event: 1722 3102 0.012092572356163483
Event: 1387 6539 0.012092572356163483
Event: 1321 2398 0.012092572356163483
Event: 993 5367 0.012092572356163483
Event: 8103 9409 0.012092572356163483
Event: 788 9755 0.01214054636923899
Event: 4434 6982 0.01214140002406551
Event: 3988 9311 0.012191826712653904
Event: 770 4729 0.012201910547841775
Event: 2325 4218 0.012213777291958054
Event: 3455 5196 0.012221049939168536
Event: 4044 9288 0.012278086852885013
Event: 3589 8215 0.012278409999255406
Event: 1767 7248 0.012285204970246074
Event: 2969 3935 0.012288385169685827
Event: 4839 5067 0.012297421654848215
Event: 1421 1820 0.012302319273935446
Event: 1637 9814 0.012368085628838664
Event: 2428 6927 0.012371031646940728
Event: 3991 6956 0.012395323338906625
Event: 1928 3265 0.01240178441999756
Event: 1374 2474 0.012412047570405788
Event: 7169 7980 0.012421117439574173
Event: 3484 6340 0.012426267340081525
Event: 3282 9389 0.012426628020013979
Event: 3132 5885 0.012458517423180573
Event: 2709 5786 0.012467307745527064
Event: 7359 9713 0.012480763446571718
Event: 8212 9477 0.012480921663674534
Event: 3182 5844 0.012537227781379102
Event: 871 8435 0.01255774296967334
Event: 291 2013 0.013209280305575406
Event: 1321 2398 0.013209280305575406
Event: 1387 6539 0.013209280305575406
Event: 8103 9409 0.013209280305575406
Event: 6999 7622 0.013209280305575406
Event: 2058 6414 0.013209280305575406
